consent_id,client_id,collecting_org_id,dsa_id,consent_type,status,legal_basis,purpose_codes,data_categories,sharing_scope_type,sharing_scope_agency_ids,given_date,effective_date,expiry_date,withdrawal_date,superseded_date,consent_source,obtained_by_user_id,witness_user_id,consent_document_ref,notes
CNS-00513,CLI-0358,ORG-0008,3,coordinated_access,withdrawn,foippa_statutory,"reporting,referrals","mental_health,medical",limited_agencies,"ORG-0006,ORG-0004,ORG-0008,ORG-0002",2024-09-24,2024-09-24,2026-04-10,2025-05-02,,portal,USR-027,,DOC-69361,
CNS-00514,CLI-0359,ORG-0007,2,explicit,active,foippa,"reporting,case_mgmt,coordinated_access","substance_use,housing_status,mental_health",anonymous_only,,2025-10-12,2025-10-12,2026-07-14,,,digital_form,USR-039,USR-005,DOC-28622,
CNS-00515,CLI-0359,ORG-0004,2,explicit,active,foippa,reporting,substance_use,all_dsa_agencies,,2024-12-05,2024-12-05,2026-08-12,,,paper,USR-011,Unknown,DOC-77752,
CNS-00516,CLI-0360,ORG-0007,4,explicit,expired,pipa,coordinated_access,"mental_health,medical,substance_use",single_agency_only,,2024-07-21,2024-07-21,2024-09-25,,,paper,USR-020,,DOC-38801,
CNS-00517,CLI-0360,ORG-0005,1,explicit,superseded,pipa_and_foippa,"reporting,coordinated_access,case_mgmt",mental_health,limited_agencies,"ORG-0005,ORG-0007,ORG-0008",2023-07-23,2023-07-23,2025-05-25,,2024-05-31,portal,USR-039,,DOC-27834,
CNS-00518,CLI-0361,ORG-0004,4,explicit,active,pipa_and_foippa,case_mgmt,"mental_health,demographics,medical",single_agency_only,,2025-06-18,2025-06-18,2026-08-11,,,verbal_logged,USR-015,,DOC-79146,
CNS-00519,CLI-0362,ORG-0008,2,explicit,active,indigenous_governance,"referrals,reporting,case_mgmt",demographics,all_dsa_agencies,,2025-01-22,2025-01-22,2026-10-24,,,digital_form,USR-028,,DOC-48099,
CNS-00520,CLI-0362,ORG-0001,2,coordinated_access,active,pipa,"coordinated_access,referrals",substance_use,single_agency_only,,2024-03-10,2024-03-10,2026-01-26,,,paper,USR-027,USR-021,DOC-90072,
CNS-00521,CLI-0363,ORG-0008,2,coordinated_access,active,indigenous_governance,coordinated_access,mental_health,limited_agencies,"ORG-0007,ORG-0009,ORG-0005,ORG-0003",2024-11-24,2024-11-24,2025-10-01,,,portal,USR-027,N/A,DOC-79490,
CNS-00522,CLI-0364,ORG-0004,1,coordinated_access,active,pipa,"referrals,reporting,coordinated_access","housing_status,medical,financial",all_dsa_agencies,,2023-11-12,2023-11-12,2025-04-28,,,verbal_logged,USR-004,,DOC-61551,
CNS-00523,CLI-0364,ORG-0005,4,explicit,active,pipa,"reporting,referrals","family,substance_use,mental_health",anonymous_only,,2024-10-18,2024-10-18,2026-02-22,,,verbal_logged,USR-029,N/A,DOC-25235,
CNS-00524,CLI-0365,ORG-0004,1,coordinated_access,expired,pipa,case_mgmt,"medical,mental_health",all_dsa_agencies,,2024-06-03,2024-06-03,2024-10-24,,,portal,USR-018,USR-005,DOC-14857,
CNS-00525,CLI-0366,ORG-0003,3,coordinated_access,active,pipa_and_foippa,"case_mgmt,research","mental_health,family",single_agency_only,,2025-11-09,2025-11-09,2026-06-03,,,verbal_logged,USR-011,,DOC-10069,
CNS-00526,CLI-0366,ORG-0009,2,implied,active,foippa_statutory,"reporting,research","housing_status,family",all_dsa_agencies,,2025-11-18,2025-11-18,2026-05-24,,,verbal_logged,USR-036,,DOC-95234,
CNS-00527,CLI-0366,ORG-0006,4,explicit,active,pipa,research,"demographics,housing_status,substance_use,mental_health",all_dsa_agencies,,2025-06-22,2025-06-22,2027-02-22,,,paper,USR-020,USR-028,DOC-64350,
CNS-00528,CLI-0366,ORG-0009,3,explicit,active,pipa,research,"mental_health,medical",all_dsa_agencies,,2024-07-01,2024-07-01,2025-08-20,,,portal,USR-037,,DOC-28284,
CNS-00529,CLI-0367,ORG-0001,4,explicit,active,pipa,"coordinated_access,referrals","housing_status,substance_use,demographics,financial",single_agency_only,,2023-09-27,2023-09-27,2024-11-29,,,portal,USR-022,,DOC-93808,
CNS-00530,CLI-0368,ORG-0005,1,opt_out,expired,foippa,case_mgmt,"substance_use,mental_health",single_agency_only,,2024-07-10,2024-07-10,2025-07-15,,,paper,USR-029,,DOC-97285,
CNS-00531,CLI-0369,ORG-0009,4,explicit,active,indigenous_governance,coordinated_access,"housing_status,financial,medical",limited_agencies,"ORG-0001,ORG-0006,ORG-0003,ORG-0002",2026-01-02,2026-01-02,2027-03-07,,,digital_form,USR-023,,DOC-33451,
CNS-00532,CLI-0370,ORG-0001,2,explicit,active,pipa_and_foippa,"referrals,coordinated_access,case_mgmt","financial,mental_health,family,substance_use",all_dsa_agencies,,2025-09-07,2025-09-07,2027-01-01,,,verbal_logged,USR-035,USR-030,DOC-38699,
CNS-00533,CLI-0371,ORG-0007,1,explicit,active,pipa,case_mgmt,medical,all_dsa_agencies,,2023-10-23,2023-10-23,2025-03-15,,,verbal_logged,USR-037,,DOC-26125,
CNS-00534,CLI-0372,ORG-0007,1,explicit,active,pipa,"reporting,research,case_mgmt","family,substance_use,financial,medical",all_dsa_agencies,,2024-04-05,2024-04-05,2026-02-09,,,portal,USR-010,,DOC-44586,
CNS-00535,CLI-0372,ORG-0002,2,inherited,active,foippa,research,"mental_health,substance_use,family",single_agency_only,,2023-01-17,2023-01-17,2024-09-11,,,portal,USR-001,,DOC-84603,
CNS-00536,CLI-0373,ORG-0008,3,explicit,active,indigenous_governance,"research,reporting","demographics,medical,family,substance_use",all_dsa_agencies,,2023-05-03,2023-05-03,2024-06-19,,,digital_form,USR-021,,DOC-62735,
CNS-00537,CLI-0374,ORG-0007,1,explicit,active,pipa,"research,referrals,coordinated_access","housing_status,family",limited_agencies,"ORG-0009,ORG-0004,ORG-0008,ORG-0007",2026-01-03,2026-01-03,2027-09-25,,,paper,USR-009,USR-030,DOC-49302,
CNS-00538,CLI-0374,ORG-0006,3,explicit,active,pipa_and_foippa,research,medical,single_agency_only,,2025-08-18,2025-08-18,2026-05-29,,,digital_form,USR-003,,DOC-88823,
CNS-00539,CLI-0375,ORG-0007,3,inherited,active,foippa,"reporting,referrals","medical,demographics,mental_health",all_dsa_agencies,,2026-01-24,2026-01-24,2027-02-25,,,paper,USR-032,USR-040,DOC-41314,
CNS-00540,CLI-0375,ORG-0002,4,explicit,superseded,pipa_and_foippa,"research,reporting,referrals","mental_health,family,medical,financial",all_dsa_agencies,,2026-02-26,2026-02-26,2027-10-28,,2026-04-08,verbal_logged,USR-040,,DOC-69363,
CNS-00541,CLI-0376,ORG-0007,2,inherited,active,pipa_and_foippa,"coordinated_access,research,reporting","financial,substance_use,family",single_agency_only,,2026-03-04,2026-03-04,2027-01-24,,,verbal_logged,USR-017,USR-005,DOC-70330,
CNS-00542,CLI-0377,ORG-0001,3,explicit,active,pipa,case_mgmt,"mental_health,medical",single_agency_only,,2023-01-18,2023-01-18,2023-08-04,,,digital_form,USR-002,,DOC-12663,
CNS-00543,CLI-0378,ORG-0004,3,explicit,active,pipa,"case_mgmt,coordinated_access",substance_use,single_agency_only,,2024-06-27,2024-06-27,2026-02-19,,,digital_form,USR-017,,DOC-66217,
CNS-00544,CLI-0379,ORG-0005,3,explicit,active,pipa,"coordinated_access,reporting,case_mgmt","family,mental_health",all_dsa_agencies,,2025-05-31,2025-05-31,2026-12-27,,,paper,USR-009,,DOC-14114,
CNS-00545,CLI-0380,ORG-0001,1,inherited,superseded,pipa,"case_mgmt,referrals,coordinated_access",housing_status,all_dsa_agencies,,2024-05-01,2024-05-01,2025-03-19,,2025-12-27,verbal_logged,USR-021,,DOC-48128,
CNS-00546,CLI-0380,ORG-0002,1,explicit,active,pipa_and_foippa,"reporting,research,referrals","financial,housing_status",all_dsa_agencies,,2025-02-09,2025-02-09,2026-02-01,,,portal,USR-038,,DOC-16469,
CNS-00547,CLI-0381,ORG-0008,4,explicit,active,pipa,"case_mgmt,coordinated_access,reporting","housing_status,substance_use,family,demographics",single_agency_only,,2024-03-10,2024-03-10,2025-04-26,,,verbal_logged,USR-004,,DOC-30301,
CNS-00548,CLI-0381,ORG-0004,3,explicit,active,pipa_and_foippa,"research,coordinated_access",substance_use,limited_agencies,"ORG-0003,ORG-0009,ORG-0007,ORG-0004",2024-05-09,2024-05-09,2025-05-31,,,portal,USR-007,,DOC-28475,
CNS-00549,CLI-0382,ORG-0005,3,explicit,active,pipa_and_foippa,research,"family,demographics,financial",single_agency_only,,2024-12-28,2024-12-28,2026-06-19,,,paper,USR-017,,DOC-23302,
CNS-00550,CLI-0383,ORG-0005,4,explicit,active,indigenous_governance,"case_mgmt,research,coordinated_access","family,housing_status,financial,medical",all_dsa_agencies,,2023-07-07,2023-07-07,2024-04-13,,2024-07-09,paper,USR-016,,DOC-90188,
CNS-00551,CLI-0384,ORG-0003,1,explicit,active,foippa_statutory,,"financial,mental_health",single_agency_only,,2024-04-28,2024-04-28,2025-05-25,,,paper,USR-024,USR-006,DOC-43448,RED_FLAG: foippa_statutory_missing_purpose
CNS-00552,CLI-0385,ORG-0001,3,declined_anonymous,withdrawn,pipa,reporting,"housing_status,demographics,substance_use,financial",all_dsa_agencies,,2024-09-07,2024-09-07,2026-01-12,2024-10-15,,paper,USR-010,,DOC-36459,
CNS-00553,CLI-0385,ORG-0003,2,explicit,active,pipa_and_foippa,"reporting,coordinated_access","medical,financial",single_agency_only,,2023-06-08,2023-06-08,2024-03-20,,,paper,USR-035,USR-003,DOC-13642,
CNS-00554,CLI-0386,ORG-0009,4,explicit,active,pipa,"coordinated_access,case_mgmt,reporting","financial,mental_health,medical,demographics",all_dsa_agencies,,2026-01-16,2026-01-16,2026-12-19,,,paper,USR-040,USR-020,DOC-51191,
CNS-00555,CLI-0387,ORG-0004,2,implied,active,pipa_and_foippa,coordinated_access,"family,substance_use,financial,medical",all_dsa_agencies,,2024-04-11,2024-04-11,2025-09-13,,,digital_form,USR-029,USR-014,DOC-74820,
CNS-00556,CLI-0388,ORG-0007,2,explicit,active,indigenous_governance,"research,coordinated_access,referrals","demographics,housing_status",all_dsa_agencies,,2025-03-14,2025-03-14,2026-03-03,,,paper,USR-007,,DOC-19651,
CNS-00557,CLI-0388,ORG-0004,2,explicit,expired,pipa,"research,reporting",financial,anonymous_only,,2024-09-29,2024-09-29,2024-11-08,,,digital_form,USR-022,,DOC-82250,
CNS-00558,CLI-0389,ORG-0004,3,explicit,superseded,foippa_statutory,,"medical,family",all_dsa_agencies,,2024-05-04,2024-05-04,2025-09-22,,2025-02-19,paper,USR-023,USR-032,DOC-40250,RED_FLAG: foippa_statutory_missing_purpose
CNS-00559,CLI-0390,ORG-0006,2,explicit,expired,foippa,"coordinated_access,reporting,research","financial,housing_status",no_sharing,,2025-05-06,2025-05-06,2025-12-20,,,portal,USR-037,,DOC-82527,
CNS-00560,CLI-0390,ORG-0003,3,implied,active,pipa_and_foippa,reporting,"medical,housing_status,financial",limited_agencies,"ORG-0008,ORG-0005,ORG-0004",2026-03-08,2026-03-08,2026-03-20,,,digital_form,USR-040,USR-039,DOC-16845,
CNS-00561,CLI-0390,ORG-0007,1,explicit,active,pipa_and_foippa,"reporting,referrals","financial,substance_use,medical",anonymous_only,,2023-11-26,2023-11-26,2024-12-11,,,paper,USR-033,,DOC-21357,
CNS-00562,CLI-0391,ORG-0001,2,coordinated_access,superseded,pipa,"coordinated_access,reporting,referrals","mental_health,substance_use",limited_agencies,"ORG-0002,ORG-0009",2023-04-05,2023-04-05,2024-07-14,,2024-12-26,verbal_logged,USR-035,USR-032,DOC-65314,
CNS-00563,CLI-0392,ORG-0005,3,explicit,active,indigenous_governance,reporting,"substance_use,demographics,mental_health,housing_status",no_sharing,,2025-12-30,2025-12-30,2027-01-03,,,portal,USR-037,,DOC-95183,
CNS-00564,CLI-0393,ORG-0004,4,explicit,active,foippa,"referrals,reporting,coordinated_access","financial,demographics,family,mental_health",single_agency_only,,2026-04-06,2026-04-06,2027-06-19,,,digital_form,USR-028,USR-034,DOC-66607,
CNS-00565,CLI-0393,ORG-0001,2,explicit,withdrawn,pipa,coordinated_access,"medical,mental_health,family",limited_agencies,"ORG-0007,ORG-0006,ORG-0005,ORG-0001",2025-06-22,2025-06-22,2027-03-21,2025-09-21,,paper,USR-021,USR-036,DOC-54606,
CNS-00566,CLI-0393,ORG-0005,3,coordinated_access,active,pipa_and_foippa,case_mgmt,"demographics,medical,financial",all_dsa_agencies,,2024-09-11,2024-09-11,2026-08-07,,,verbal_logged,USR-026,,DOC-54976,
CNS-00567,CLI-0394,ORG-0008,4,implied,active,foippa,"research,coordinated_access","financial,family,housing_status,mental_health",single_agency_only,,2024-05-26,2024-05-26,2025-06-08,,,paper,USR-012,USR-022,DOC-81696,
CNS-00568,CLI-0395,ORG-0005,2,coordinated_access,active,pipa,case_mgmt,"substance_use,family",all_dsa_agencies,,2023-12-30,2023-12-30,2025-04-01,,,digital_form,USR-008,,DOC-38877,
CNS-00569,CLI-0396,ORG-0004,4,explicit,active,pipa,"referrals,case_mgmt,coordinated_access","financial,medical,mental_health",single_agency_only,,2023-10-04,2023-10-04,2025-05-26,,,paper,USR-012,,DOC-43282,
CNS-00570,CLI-0397,ORG-0009,4,explicit,active,indigenous_governance,research,"financial,mental_health,demographics",single_agency_only,,2024-01-27,2024-01-27,2026-03-20,,2025-12-12,portal,USR-023,,DOC-46151,
CNS-00571,CLI-0398,ORG-0004,3,opt_out,active,pipa_and_foippa,"reporting,research,case_mgmt","substance_use,family,mental_health,financial",all_dsa_agencies,,2023-06-02,2023-06-02,2026-03-20,,,digital_form,USR-032,USR-027,DOC-37017,
CNS-00572,CLI-0399,ORG-0005,3,inherited,superseded,pipa,"case_mgmt,reporting","demographics,mental_health,substance_use,family",limited_agencies,"ORG-0003,ORG-0005",2023-11-11,2023-11-11,2025-10-05,,2024-02-27,verbal_logged,USR-013,USR-009,DOC-68149,
CNS-00573,CLI-0399,ORG-0001,4,explicit,active,pipa,"reporting,case_mgmt,coordinated_access","mental_health,housing_status,family,financial",all_dsa_agencies,,2024-05-29,2024-05-29,2025-09-29,,,paper,USR-023,USR-034,DOC-68975,
CNS-00574,CLI-0400,ORG-0005,1,explicit,active,pipa_and_foippa,"coordinated_access,reporting","substance_use,mental_health,financial",single_agency_only,,2024-01-31,2024-01-31,2025-01-15,,,paper,USR-017,,DOC-58028,
CNS-00575,CLI-0400,ORG-0005,1,explicit,active,pipa_and_foippa,"referrals,coordinated_access,research","mental_health,housing_status,demographics,substance_use",all_dsa_agencies,,2024-11-12,2024-11-12,2026-03-20,,,verbal_logged,USR-026,,DOC-55625,
CNS-00576,CLI-0400,ORG-0003,3,inherited,active,foippa,"reporting,coordinated_access",housing_status,limited_agencies,"ORG-0002,ORG-0006,ORG-0003,ORG-0008",2025-02-20,2025-02-20,2026-09-24,,,verbal_logged,USR-024,,DOC-62604,
CNS-00577,CLI-0400,ORG-0007,4,explicit,active,foippa,"research,reporting,coordinated_access","family,demographics,financial,medical",limited_agencies,"ORG-0009,ORG-0005",2025-01-08,2025-01-08,2026-02-04,,,paper,USR-004,,DOC-16465,
CNS-00578,CLI-0401,ORG-0006,2,implied,active,pipa,"research,reporting,referrals","mental_health,demographics,housing_status",limited_agencies,"ORG-0008,ORG-0001,ORG-0005,ORG-0007",2023-08-09,2023-08-09,2024-10-31,,,digital_form,USR-017,,DOC-27851,
CNS-00579,CLI-9871,ORG-0006,4,explicit,active,pipa,"reporting,coordinated_access,case_mgmt","family,demographics",limited_agencies,"ORG-0005,ORG-0008,ORG-0003",2025-05-13,2025-05-13,2026-11-08,,,paper,USR-011,USR-014,DOC-11332,
CNS-00580,CLI-0403,ORG-0003,1,coordinated_access,active,foippa,"referrals,reporting,case_mgmt",demographics,all_dsa_agencies,,2026-01-01,2026-01-01,2026-09-20,,,digital_form,USR-008,,DOC-78056,
CNS-00581,CLI-0403,ORG-0003,2,coordinated_access,active,indigenous_governance,"research,coordinated_access","demographics,substance_use",single_agency_only,,2025-09-19,2025-09-19,2026-05-27,,,digital_form,USR-004,,DOC-82665,
CNS-00582,CLI-0404,ORG-0006,2,explicit,active,indigenous_governance,research,"financial,family,medical,demographics",all_dsa_agencies,,2023-07-30,2023-07-30,2024-03-26,,,verbal_logged,USR-028,,DOC-31406,
CNS-00583,CLI-0405,ORG-0004,2,explicit,active,pipa,"case_mgmt,coordinated_access","financial,family,substance_use",limited_agencies,"ORG-0002,ORG-0007",2025-05-20,2025-05-20,2026-09-29,,,verbal_logged,USR-017,,DOC-20638,
CNS-00584,CLI-0406,ORG-0005,3,explicit,superseded,pipa_and_foippa,"research,reporting",medical,limited_agencies,"ORG-0006,ORG-0004,ORG-0009,ORG-0003",2024-09-15,2024-09-15,2025-07-08,,2026-01-26,verbal_logged,USR-033,,DOC-95656,
CNS-00585,CLI-0406,ORG-0003,3,explicit,active,foippa_statutory,reporting,"family,housing_status,financial",single_agency_only,,2025-11-02,2025-11-02,2027-05-17,,,paper,USR-011,USR-017,DOC-84887,
CNS-00586,CLI-0407,ORG-0003,2,explicit,superseded,pipa_and_foippa,"referrals,coordinated_access","family,medical,housing_status,demographics",all_dsa_agencies,,2024-10-10,2024-10-10,2025-08-19,,2025-05-22,digital_form,USR-030,,DOC-57492,
CNS-00587,CLI-0408,ORG-0009,1,explicit,superseded,pipa_and_foippa,"case_mgmt,coordinated_access",substance_use,anonymous_only,,2024-01-13,2024-01-13,2025-10-02,,2024-12-23,portal,USR-007,,DOC-21391,
CNS-00588,CLI-0408,ORG-0007,3,implied,superseded,pipa,"reporting,research","housing_status,mental_health,family",limited_agencies,"ORG-0001,ORG-0003,ORG-0006,ORG-0007",2025-01-12,2025-01-12,2026-03-10,,2025-01-19,verbal_logged,USR-006,,DOC-60599,
CNS-00589,CLI-0408,ORG-0003,4,coordinated_access,active,pipa,"case_mgmt,research,reporting","housing_status,substance_use,financial",single_agency_only,,2025-03-13,2025-03-13,2025-11-13,,,digital_form,USR-032,,DOC-70809,
CNS-00590,CLI-0409,ORG-0005,3,implied,withdrawn,indigenous_governance,"research,reporting",demographics,all_dsa_agencies,,2025-02-23,2025-02-23,2027-01-10,2026-01-08,,portal,USR-004,,DOC-73928,
CNS-00591,CLI-0410,ORG-0009,4,coordinated_access,superseded,indigenous_governance,coordinated_access,"medical,mental_health,family,demographics",limited_agencies,"ORG-0009,ORG-0002",2023-02-06,2023-02-06,2023-09-11,,2024-06-20,verbal_logged,USR-029,USR-025,DOC-29253,
CNS-00592,CLI-0411,ORG-0009,4,explicit,active,pipa,research,"substance_use,family",single_agency_only,,2023-07-06,2023-07-06,2024-06-26,,,digital_form,USR-024,,DOC-94853,
CNS-00593,CLI-0412,ORG-0003,1,implied,active,indigenous_governance,research,"mental_health,substance_use",all_dsa_agencies,,2024-04-18,2024-04-18,2025-06-27,2025-12-22,,portal,USR-001,,DOC-77919,RED_FLAG: implied_consent_sensitive
CNS-00594,CLI-0413,ORG-0007,3,coordinated_access,superseded,foippa,reporting,"demographics,medical",single_agency_only,,2026-03-02,2026-03-02,2028-01-07,,2026-04-13,portal,USR-025,,DOC-91945,RED_FLAG: scope_mismatch_seeded
CNS-00595,CLI-0413,ORG-0006,4,explicit,active,foippa,case_mgmt,"substance_use,family,financial,demographics",all_dsa_agencies,,2025-12-26,2025-12-26,2027-08-20,,,portal,USR-028,,DOC-54652,
CNS-00596,CLI-0414,ORG-0008,4,explicit,active,foippa,"coordinated_access,research,case_mgmt","substance_use,mental_health",all_dsa_agencies,,2026-03-03,2026-03-03,2027-12-20,,,verbal_logged,USR-007,,DOC-20920,
CNS-00597,CLI-0415,ORG-0006,2,inherited,expired,foippa,coordinated_access,"substance_use,financial",all_dsa_agencies,,2026-01-10,2026-01-10,2026-03-18,,,portal,USR-020,,DOC-37986,
CNS-00598,CLI-0415,ORG-0006,1,explicit,active,pipa,"reporting,case_mgmt,research","substance_use,housing_status",single_agency_only,,2024-12-16,2024-12-16,2026-12-03,,,portal,USR-015,,DOC-35374,
CNS-00599,CLI-0416,ORG-0004,2,explicit,expired,foippa_statutory,case_mgmt,"substance_use,financial,housing_status,family",all_dsa_agencies,,2023-01-12,2023-01-12,2025-12-02,,,digital_form,USR-006,USR-037,DOC-86774,
CNS-00600,CLI-0416,ORG-0001,3,implied,superseded,foippa,"research,reporting,case_mgmt","demographics,medical,mental_health,family",limited_agencies,"ORG-0007,ORG-0005,ORG-0002,ORG-0004",2023-10-02,2023-10-02,2024-05-27,,2026-02-02,portal,USR-021,,DOC-46713,
CNS-00601,CLI-0417,ORG-0008,2,explicit,active,pipa_and_foippa,"coordinated_access,case_mgmt,reporting","medical,housing_status,mental_health,financial",single_agency_only,,2023-08-23,2023-08-23,2024-11-03,,,paper,USR-014,,DOC-84470,
CNS-00602,CLI-0417,ORG-0008,4,declined_anonymous,active,pipa_and_foippa,referrals,"financial,medical,demographics,mental_health",limited_agencies,"ORG-0007,ORG-0008,ORG-0002",2023-08-22,2023-08-22,2024-03-06,,,digital_form,USR-026,USR-039,DOC-91004,
CNS-00603,CLI-0418,ORG-0009,3,explicit,active,foippa_statutory,research,"medical,substance_use,housing_status,financial",all_dsa_agencies,,2023-11-19,2023-11-19,2025-01-04,,,paper,USR-016,USR-008,DOC-34834,
CNS-00604,CLI-9231,ORG-0003,2,explicit,active,pipa,"reporting,case_mgmt,research","housing_status,medical",single_agency_only,,2023-04-03,2023-04-03,2024-10-05,,,paper,USR-040,USR-028,DOC-57234,
CNS-00605,CLI-0420,ORG-0008,2,inherited,superseded,pipa_and_foippa,case_mgmt,mental_health,all_dsa_agencies,,2026-03-28,2026-03-28,2028-01-18,,2026-04-15,verbal_logged,USR-040,,DOC-70299,RED_FLAG: youth_inherited_past_19
CNS-00606,CLI-0421,ORG-0003,3,explicit,withdrawn,pipa_and_foippa,reporting,housing_status,all_dsa_agencies,,2024-02-27,2024-02-27,2026-02-07,2025-06-01,,paper,USR-023,,DOC-90423,
CNS-00607,CLI-0421,ORG-0008,3,inherited,active,foippa,"case_mgmt,referrals,reporting","substance_use,medical,housing_status,demographics",limited_agencies,"ORG-0002,ORG-0007,ORG-0008,ORG-0009",2025-05-11,2025-05-11,2027-01-18,,,digital_form,USR-004,,DOC-56097,
CNS-00608,CLI-0422,ORG-0005,3,explicit,active,pipa,referrals,"financial,substance_use,demographics",all_dsa_agencies,,2024-03-30,2024-03-30,2025-12-21,,,verbal_logged,USR-035,,DOC-79941,
CNS-00609,CLI-0422,ORG-0007,4,explicit,active,indigenous_governance,"case_mgmt,coordinated_access,referrals","family,financial,housing_status",limited_agencies,"ORG-0001,ORG-0008,ORG-0005",2023-05-03,2023-05-03,2024-04-15,,,verbal_logged,USR-019,,DOC-83107,
CNS-00610,CLI-0422,ORG-0008,1,declined_anonymous,active,foippa,"referrals,research","mental_health,medical,housing_status,family",single_agency_only,,2023-11-22,2023-11-22,2025-02-22,,,verbal_logged,USR-005,USR-025,DOC-63718,
CNS-00611,CLI-0423,ORG-0008,1,explicit,superseded,foippa,research,financial,all_dsa_agencies,,2026-01-27,2026-01-27,2027-03-29,,2026-04-04,portal,USR-020,,DOC-71006,
CNS-00612,CLI-0424,ORG-0007,2,inherited,active,pipa,"referrals,coordinated_access",medical,all_dsa_agencies,,2026-03-10,2026-03-10,2027-06-07,,,digital_form,USR-009,,DOC-44153,
CNS-00613,CLI-0425,ORG-0006,3,explicit,active,indigenous_governance,"case_mgmt,referrals,research","mental_health,family,demographics",limited_agencies,"ORG-0008,ORG-0004",2023-06-23,2023-06-23,2025-05-30,,,digital_form,USR-009,,DOC-92138,
CNS-00614,CLI-0425,ORG-0008,3,coordinated_access,expired,indigenous_governance,"referrals,reporting",housing_status,limited_agencies,"ORG-0001,ORG-0004,ORG-0007,ORG-0002",2023-04-14,2023-04-14,2024-10-01,,,verbal_logged,USR-026,,DOC-70249,
CNS-00615,CLI-0425,ORG-0005,3,explicit,active,pipa,"research,referrals,case_mgmt",medical,limited_agencies,"ORG-0005,ORG-0004,ORG-0003",2023-04-17,2023-04-17,2025-01-01,,,paper,USR-003,USR-029,DOC-65850,
CNS-00616,CLI-0426,ORG-0005,4,implied,active,indigenous_governance,referrals,"housing_status,mental_health",limited_agencies,"ORG-0005,ORG-0009",2025-10-14,2025-10-14,2027-04-20,,,paper,USR-005,USR-012,DOC-29416,
CNS-00617,CLI-0427,ORG-0002,3,explicit,active,indigenous_governance,"coordinated_access,case_mgmt","mental_health,financial,demographics",limited_agencies,"ORG-0009,ORG-0004",2023-03-27,2023-03-27,2024-12-26,,,paper,USR-015,999,DOC-42991,
CNS-00618,CLI-0428,ORG-0005,1,implied,superseded,pipa_and_foippa,coordinated_access,"family,housing_status,demographics",limited_agencies,"ORG-0002,ORG-0004,ORG-0003,ORG-0007",2025-10-27,2025-10-27,2027-08-12,,2026-01-15,verbal_logged,USR-006,,DOC-38135,
CNS-00619,CLI-0428,ORG-0003,3,explicit,active,foippa,case_mgmt,"family,substance_use",all_dsa_agencies,,2026-01-22,2026-01-22,2026-03-20,,,portal,USR-038,,DOC-74237,
CNS-00620,CLI-0429,ORG-0001,4,inherited,active,pipa,"referrals,coordinated_access","family,housing_status",all_dsa_agencies,,2023-10-15,2023-10-15,2024-04-25,,,verbal_logged,USR-010,Unknown,DOC-42353,
CNS-00621,CLI-0430,ORG-0008,4,explicit,active,pipa,"case_mgmt,reporting,research","demographics,substance_use,mental_health",single_agency_only,,2025-04-05,2025-04-05,2026-03-29,,,paper,USR-004,,DOC-10865,
CNS-00622,CLI-0431,ORG-0005,4,implied,withdrawn,pipa_and_foippa,"referrals,reporting,case_mgmt","family,mental_health,financial",all_dsa_agencies,,2025-02-23,2025-02-23,2026-06-26,2025-10-30,,portal,USR-005,,DOC-10742,
CNS-00623,CLI-0432,ORG-0007,1,explicit,active,pipa,"reporting,research","demographics,financial,mental_health,family",no_sharing,,2026-02-13,2026-02-13,2026-10-13,,,paper,USR-023,USR-016,DOC-88154,
CNS-00624,CLI-0432,ORG-0002,1,implied,active,foippa,"referrals,case_mgmt,reporting","financial,demographics,housing_status,medical",all_dsa_agencies,,2023-06-26,2023-06-26,2025-03-16,,,paper,USR-030,,DOC-96968,
CNS-00625,CLI-0432,ORG-0004,3,inherited,expired,pipa_and_foippa,reporting,"substance_use,mental_health,medical",all_dsa_agencies,,2024-04-04,2024-04-04,2024-09-08,,,verbal_logged,USR-034,,DOC-15990,
CNS-00626,CLI-0433,ORG-0001,4,explicit,superseded,pipa,"referrals,case_mgmt,research","demographics,mental_health,financial,medical",single_agency_only,,2024-12-21,2024-12-21,2026-10-19,,2026-04-18,paper,USR-037,,DOC-98808,
CNS-00627,CLI-0434,ORG-0007,1,coordinated_access,superseded,foippa,"case_mgmt,research","financial,substance_use,housing_status,medical",all_dsa_agencies,,2024-04-02,2024-04-02,2025-08-15,,2026-01-30,paper,USR-032,,DOC-63835,
CNS-00628,CLI-0434,ORG-0009,4,explicit,active,pipa_and_foippa,reporting,"family,housing_status,mental_health,medical",all_dsa_agencies,,2025-02-07,2025-02-07,2025-12-31,,,digital_form,USR-002,,DOC-58848,
CNS-00629,CLI-0435,ORG-0008,1,explicit,active,indigenous_governance,"coordinated_access,referrals,case_mgmt","demographics,family,mental_health",all_dsa_agencies,"ORG-0002,ORG-0001,ORG-0003",2023-07-21,2023-07-21,2025-01-07,,,portal,USR-010,,DOC-48501,RED_FLAG: ocap_override_ignored
CNS-00630,CLI-0436,ORG-0004,1,implied,active,indigenous_governance,"research,reporting,case_mgmt","medical,housing_status,substance_use",limited_agencies,"ORG-0002,ORG-0006,ORG-0008,ORG-0007",2025-12-16,2025-12-16,2027-09-20,,,digital_form,USR-030,,DOC-43226,
