referral_id,client_id,referring_org_id,receiving_org_id,referral_source_module,referral_type,referral_reason,referral_priority,status,status_reason,submitted_at,acknowledged_at,decision_at,started_at,completed_at,cancelled_at,consent_record_id,related_service_encounter_id,referred_by_worker_name
REF-00507,CLI-0153,ORG-0001,ORG-0007,HIFIS_Referral,external,mh_assessment,crisis,completed,,2025-01-24 21:51:00,2025-01-25 17:37:00,2025-01-26 18:28:00,2025-01-30 19:00:00,2025-02-01 21:01:00,,CNS-02568,ENC-00078,Jose Bennett
REF-00508,CLI-0435,ORG-0008,ORG-0005,HIFIS_Referral,external,crisis_support,urgent,completed,,2025-05-02 13:23:00,2025-05-04 02:50:00,2025-05-04 20:18:00,2025-05-11 03:15:00,2025-05-17 03:01:00,,CNS-03399,ENC-00674,Justin Anderson
REF-00509,CLI-0269,ORG-0009,ORG-0008,External_Portal,coordinated_access,detox_request,routine,completed,,2024-11-13 16:13:00,2024-11-15 05:22:00,2024-11-16 14:28:00,2024-11-20 20:46:00,2024-12-08 12:04:00,,,ENC-00239,Dawn Rivera
REF-00510,CLI-0360,ORG-0003,ORG-0001,HIFIS_Referral,external,housing_support,urgent,completed,,2024-06-04 10:09:00,2024-06-05 12:41:00,2024-06-08 08:42:00,2024-06-09 15:45:00,2024-07-05 23:20:00,,CNS-03917,ENC-00244,Brittney Hernandez
REF-00511,CLI-0216,ORG-0006,ORG-0004,External_Portal,external,crisis_support,routine,declined,out_of_catchment,2023-06-06 22:35:00,2023-06-07 13:52:00,2023-06-07 20:16:00,,,,CNS-01388,,Anthony Randolph
REF-00512,CLI-0383,ORG-0004,ORG-0005,External_Portal,external,mh_assessment,routine,accepted,,2023-04-20 15:49:00,2023-04-22 05:47:00,2023-04-25 01:48:00,2023-04-27 23:32:00,,,CNS-02228,,Mary Henry
REF-00513,CLI-0191,ORG-0009,ORG-0003,HIFIS_Intake,coordinated_access,detox_request,urgent,accepted,,2024-02-08 18:07:00,2024-02-10 01:28:00,2024-02-11 09:58:00,2024-02-17 22:16:00,,,CNS-00271,,Heather Bowers
REF-00514,CLI-0593,ORG-0004,ORG-0002,CA_Module,coordinated_access,shelter_bed_needed,routine,accepted,,2025-06-02 07:50:00,2025-06-03 01:00:00,2025-06-04 15:48:00,2025-06-09 16:16:00,,,CNS-01718,,Daniel White
REF-00515,CLI-0324,ORG-0006,ORG-0009,HIFIS_Intake,external,legal_assistance,routine,declined,out_of_catchment,2026-02-26 16:13:00,2026-02-26 21:46:00,2026-02-27 15:54:00,,,,CNS-02682,,Jonathan Perry
REF-00516,CLI-0212,ORG-0006,ORG-0004,CA_Module,external,housing_support,urgent,accepted,,2025-10-10 11:57:00,2025-10-11 19:48:00,2025-10-12 18:21:00,2025-10-13 08:32:00,,,CNS-00301,,Anna Walker
REF-00517,CLI-0390,ORG-0006,ORG-0009,HIFIS_Referral,coordinated_access,legal_assistance,crisis,declined,consent_not_granted,2024-06-09 10:26:00,2024-06-10 23:30:00,2024-06-13 04:03:00,,,,CNS-02964,,Gary Ward
REF-00518,CLI-0333,ORG-0001,ORG-0008,HIFIS_Referral,internal,crisis_support,routine,accepted,,2026-04-01 15:17:00,2026-04-01 23:01:00,2026-04-02 08:16:00,2026-04-03 03:11:00,,,CNS-00471,,Paul Moreno
REF-00519,CLI-0799,ORG-0008,ORG-0005,External_Portal,external,mh_assessment,routine,declined,other,2026-04-12 07:06:00,2026-04-13 19:24:00,2026-04-14 06:05:00,,,,CNS-01831,,Samantha Zavala MD
REF-00520,CLI-0220,ORG-0003,ORG-0005,HIFIS_Referral,external,crisis_support,crisis,accepted,,2024-10-19 16:50:00,2024-10-21 03:39:00,2024-10-21 15:14:00,2024-10-22 19:14:00,,,CNS-01663,,Jill Conway
REF-00521,CLI-0039,ORG-0004,ORG-0006,CA_Module,internal,detox_request,routine,accepted,,2025-04-23 12:24:00,2025-04-24 01:41:00,2025-04-25 19:54:00,2025-04-29 15:41:00,,,CNS-04610,,Lisa Haley
REF-00522,CLI-0004,ORG-0003,ORG-0002,HIFIS_Referral,external,mh_assessment,routine,completed,,2024-05-28 12:09:00,2024-05-30 09:57:00,2024-05-31 21:04:00,2024-06-07 09:06:00,2024-06-20 08:50:00,,CNS-02053,ENC-00412,Erica Moon
REF-00523,CLI-0769,ORG-0008,ORG-0004,External_Portal,coordinated_access,shelter_bed_needed,routine,declined,out_of_catchment,2025-02-27 08:58:00,2025-03-01 04:04:00,2025-03-03 03:33:00,,,,CNS-02727,,Janice Fernandez
REF-00524,CLI-0428,ORG-0001,ORG-0005,HIFIS_Referral,internal,mh_assessment,routine,completed,,2023-06-07 18:06:00,2023-06-08 21:18:00,2023-06-10 00:13:00,2023-06-13 20:49:00,2023-06-19 23:35:00,,CNS-02630,ENC-00410,Thomas Short
REF-00525,CLI-0758,ORG-0003,ORG-0001,CA_Module,external,mh_assessment,routine,completed,,2023-08-07 19:04:00,2023-08-08 21:42:00,2023-08-11 20:57:00,2023-08-12 08:48:00,2023-09-09 01:12:00,,CNS-04608,ENC-00571,Robert Griffin
REF-00526,CLI-0542,ORG-0006,ORG-0005,HIFIS_Intake,external,mh_assessment,routine,pending,,2024-02-08 18:46:00,2024-02-08 20:06:00,,,,,CNS-01865,,Steven Lee
REF-00527,CLI-0337,ORG-0007,ORG-0006,HIFIS_Intake,internal,mh_assessment,routine,accepted,,2025-08-27 08:45:00,2025-08-28 07:43:00,2025-08-29 08:58:00,2025-09-01 20:29:00,,,CNS-03906,,Tiffany Jackson
REF-00528,CLI-0659,ORG-0002,ORG-0006,HIFIS_Intake,coordinated_access,legal_assistance,routine,pending,,2024-08-17 07:48:00,2024-08-17 14:02:00,,,,,CNS-02701,,Kimberly Smith
REF-00529,CLI-0711,ORG-0007,ORG-0004,HIFIS_Referral,external,shelter_bed_needed,routine,accepted,,2023-12-11 11:00:00,2023-12-11 19:44:00,2023-12-12 18:53:00,2023-12-13 03:43:00,,,CNS-01026,,Michael Ayala
REF-00530,CLI-0156,ORG-9489,ORG-0006,HIFIS_Intake,external,mh_assessment,routine,cancelled,client_withdrew,2025-10-27 19:25:00,2025-10-28 20:45:00,,,,2025-11-01 06:25:00,CNS-01487,,Jessica Garcia
REF-00531,CLI-0254,ORG-0007,ORG-0009,HIFIS_Referral,coordinated_access,mh_assessment,routine,completed,,2026-03-27 17:12:00,2026-03-28 03:54:00,2026-03-28 20:25:00,2026-04-04 05:45:00,2026-05-04 01:46:00,,CNS-00358,ENC-00365,Michele Cherry
REF-00532,CLI-0196,ORG-0001,ORG-0007,CA_Module,self_referral,shelter_bed_needed,routine,completed,,2025-01-05 12:56:00,2025-01-06 05:31:00,2025-01-07 22:05:00,2025-01-10 00:33:00,2025-02-03 18:48:00,,CNS-00277,ENC-00201,Maria Case
REF-00533,CLI-0745,ORG-0003,ORG-0004,HIFIS_Intake,external,food_security,urgent,completed,,2024-05-30 19:30:00,2024-05-31 01:34:00,2024-06-01 11:42:00,2024-06-03 07:22:00,2024-06-03 19:19:00,,CNS-04602,ENC-00561,Brittany Stevens
REF-00534,CLI-0163,ORG-0004,ORG-0008,External_Portal,self_referral,food_security,routine,accepted,,2023-03-02 11:39:00,2023-03-03 01:39:00,2023-03-05 22:01:00,2023-03-10 19:00:00,,,CNS-00234,,Brandon Brown
REF-00535,CLI-0054,ORG-0009,ORG-0008,HIFIS_Intake,coordinated_access,shelter_bed_needed,routine,accepted,,2023-03-23 17:11:00,2023-03-24 13:37:00,2023-03-24 21:41:00,2023-03-25 03:46:00,,,CNS-03130,,Kristin Andrews
REF-00536,CLI-0811,ORG-0006,ORG-0002,HIFIS_Intake,external,detox_request,urgent,submitted,,2023-10-24 21:51:00,,,,,,CNS-01994,,David Hughes
REF-00537,CLI-0443,ORG-0006,ORG-0005,CA_Module,coordinated_access,housing_support,routine,completed,,2025-12-25 13:37:00,2025-12-26 02:15:00,2025-12-28 21:31:00,2026-01-02 20:38:00,2026-01-13 13:09:00,,CNS-02960,ENC-00560,Jessica Smith
REF-00538,CLI-0569,ORG-0002,ORG-0004,HIFIS_Intake,coordinated_access,housing_support,routine,completed,,2025-07-29 20:33:00,2025-07-29 22:30:00,2025-08-01 16:46:00,2025-08-02 04:06:00,2025-08-14 16:35:00,,CNS-00822,ENC-00072,Kimberly May
REF-00539,CLI-0361,ORG-0008,ORG-0004,HIFIS_Referral,coordinated_access,detox_request,urgent,submitted,,2025-01-22 09:52:00,,,,,,CNS-04797,,Nicole Richards
REF-00540,CLI-0691,ORG-0002,ORG-0005,External_Portal,external,food_security,routine,accepted,,2024-12-09 22:54:00,2024-12-11 20:08:00,2024-12-11 21:35:00,2024-12-17 13:25:00,,,CNS-01002,,Angel Reilly
REF-00541,CLI-0580,ORG-0005,ORG-0008,HIFIS_Intake,external,shelter_bed_needed,routine,pending,,2025-02-12 20:08:00,2025-02-13 01:27:00,,,,,CNS-03250,,Richard Turner
REF-00542,CLI-0832,ORG-0006,ORG-0007,HIFIS_Intake,internal,legal_assistance,urgent,submitted,,2024-06-10 18:17:00,,,,,,CNS-02488,,Preston Kim
REF-00543,CLI-0597,ORG-0006,ORG-0007,External_Portal,internal,legal_assistance,urgent,pending,,2024-11-01 18:18:00,2024-11-02 01:22:00,,,,,CNS-04318,,Matthew Wells
REF-00544,CLI-0113,ORG-0002,ORG-0001,CA_Module,coordinated_access,shelter_bed_needed,routine,accepted,,2024-12-02 14:55:00,2024-12-03 20:41:00,2024-12-05 05:00:00,2024-12-09 19:14:00,,,CNS-00162,,Brandy Myers
REF-00545,CLI-0344,ORG-0001,ORG-0006,External_Portal,coordinated_access,crisis_support,routine,submitted,,2023-10-19 15:08:00,,,,,,CNS-00489,,Kimberly Choi
REF-00546,CLI-0515,ORG-0008,ORG-0001,HIFIS_Intake,external,food_security,routine,completed,,2023-12-20 10:08:00,2023-12-21 21:51:00,2023-12-22 09:47:00,2023-12-27 10:48:00,2023-12-30 08:45:00,,CNS-01208,ENC-00397,Michael Sloan
REF-00547,CLI-0691,ORG-0008,ORG-0006,HIFIS_Intake,internal,food_security,crisis,completed,,2023-09-03 12:28:00,2023-09-04 10:37:00,2023-09-06 21:23:00,2023-09-09 16:33:00,2023-10-02 09:32:00,,CNS-04764,ENC-00555,Monica Brooks
REF-00548,CLI-0621,ORG-0004,ORG-0005,HIFIS_Referral,internal,mh_assessment,routine,completed,,2025-10-28 14:03:00,2025-10-29 20:02:00,2025-10-31 18:40:00,2025-11-07 09:56:00,2025-11-19 06:17:00,,CNS-03975,ENC-00537,Kristen Peters
REF-00549,CLI-0522,ORG-0001,ORG-0005,HIFIS_Referral,external,detox_request,routine,cancelled,client_withdrew,2023-09-22 11:19:00,2023-09-22 16:59:00,,,,2023-09-25 14:31:00,CNS-02317,,Aaron Carlson
REF-00550,CLI-0531,ORG-0005,ORG-0008,HIFIS_Referral,internal,crisis_support,urgent,submitted,,2025-08-21 13:11:00,,,,,,CNS-04623,,Theresa Torres
REF-00551,CLI-0012,ORG-0004,ORG-0003,External_Portal,external,shelter_bed_needed,routine,completed,,2024-06-07 13:19:00,2024-06-08 10:40:00,2024-06-09 05:22:00,2024-06-10 10:23:00,2024-06-12 10:46:00,,CNS-02831,ENC-00525,Stephanie Cooper
REF-00552,CLI-0825,ORG-0001,ORG-0006,CA_Module,self_referral,crisis_support,routine,completed,,2023-01-25 10:12:00,2023-01-25 19:01:00,2023-01-27 04:01:00,2023-01-31 00:19:00,2023-02-16 17:30:00,,CNS-03951,ENC-00334,Matthew Hunt
REF-00553,CLI-0585,ORG-0005,ORG-0003,External_Portal,internal,mh_assessment,routine,submitted,,2023-09-19 18:27:00,,,,,,CNS-03871,,Daniel Davenport
REF-00554,CLI-0501,ORG-0007,ORG-0002,CA_Module,coordinated_access,housing_support,urgent,cancelled,other,2026-02-09 21:31:00,2026-02-11 02:55:00,,,,2026-02-16 13:25:00,CNS-03892,,Christopher Marsh
REF-00555,CLI-0513,ORG-0008,ORG-0009,External_Portal,external,detox_request,routine,declined,other,2024-03-12 09:34:00,2024-03-14 01:14:00,2024-03-15 08:42:00,,,,CNS-00736,,Sarah Randolph
REF-00556,CLI-0043,ORG-0005,ORG-0009,External_Portal,self_referral,mh_assessment,routine,pending,,2023-08-28 17:21:00,2023-08-30 04:04:00,,,,,CNS-02688,,Julia Dunn MD
REF-00557,CLI-0661,ORG-0008,ORG-0004,HIFIS_Referral,external,crisis_support,routine,accepted,,2023-03-04 19:49:00,2023-03-05 17:35:00,2023-03-06 00:03:00,2023-03-08 20:15:00,,,CNS-03610,,Brett Swanson
REF-00558,CLI-0825,ORG-0006,ORG-0007,CA_Module,self_referral,food_security,crisis,declined,capacity_full,2026-01-09 14:42:00,2026-01-10 17:54:00,2026-01-11 14:02:00,,,,CNS-04850,,Mr. Carl Rios
REF-00559,CLI-0616,ORG-0004,ORG-0005,External_Portal,coordinated_access,shelter_bed_needed,routine,accepted,,2026-02-28 07:26:00,2026-02-28 23:29:00,2026-03-03 23:00:00,2026-03-07 13:14:00,,,CNS-00890,,Manuel Mccullough
REF-00560,CLI-0144,ORG-0001,ORG-0009,CA_Module,coordinated_access,housing_support,routine,completed,,2024-12-28 15:11:00,2024-12-28 19:26:00,2024-12-30 19:43:00,2025-01-03 22:15:00,2025-02-02 12:00:00,,CNS-03018,ENC-00439,Jerry Jensen
REF-00561,CLI-0690,ORG-0006,ORG-0005,HIFIS_Intake,external,detox_request,urgent,accepted,,2023-03-15 20:29:00,2023-03-17 04:55:00,2023-03-20 02:38:00,2023-03-26 02:39:00,,,CNS-01909,,Kevin Cunningham
REF-00562,CLI-0819,ORG-0002,ORG-0001,HIFIS_Referral,coordinated_access,legal_assistance,routine,cancelled,other,2024-09-27 09:07:00,2024-09-27 21:28:00,,,,2024-10-01 06:32:00,CNS-02837,,Eugene Patterson
REF-00563,CLI-0685,ORG-0008,ORG-0001,HIFIS_Intake,self_referral,detox_request,routine,completed,,2024-09-28 20:30:00,2024-09-29 02:35:00,2024-10-01 12:42:00,2024-10-04 11:24:00,2024-10-16 23:02:00,,CNS-04692,ENC-00021,David Walker
REF-00564,CLI-0789,ORG-0005,ORG-0006,External_Portal,external,shelter_bed_needed,crisis,completed,,2023-05-02 20:30:00,2023-05-03 02:36:00,2023-05-03 19:17:00,2023-05-04 00:03:00,2023-05-09 09:21:00,,CNS-03415,ENC-00683,Jessica Larsen
REF-00565,CLI-0237,ORG-0004,ORG-0003,HIFIS_Intake,external,case_management,urgent,accepted,,2024-08-07 14:50:00,2024-08-07 17:19:00,2024-08-10 09:36:00,2024-08-13 04:48:00,,,CNS-04227,,Nicholas Humphrey
REF-00566,CLI-0676,ORG-0007,ORG-0009,External_Portal,external,detox_request,routine,declined,capacity_full,2023-05-03 08:16:00,2023-05-04 00:18:00,2023-05-06 23:23:00,,,,CNS-03079,,Ian Torres
REF-00567,CLI-0268,ORG-0007,ORG-0003,CA_Module,internal,housing_support,routine,accepted,,2025-12-16 13:03:00,2025-12-16 19:54:00,2025-12-19 18:45:00,2025-12-24 15:34:00,,,CNS-00383,,Casey Obrien
REF-00568,CLI-0086,ORG-0005,ORG-0007,HIFIS_Referral,coordinated_access,crisis_support,urgent,declined,other,2023-07-18 10:10:00,2023-07-19 18:19:00,2023-07-21 21:27:00,,,,CNS-03730,,Shannon Taylor
REF-00569,CLI-0059,ORG-0001,ORG-0005,HIFIS_Referral,self_referral,legal_assistance,crisis,accepted,,2025-07-31 11:22:00,2025-08-01 13:53:00,2025-08-04 06:55:00,2025-08-07 16:14:00,,,CNS-04715,,Deborah Mercado
REF-00570,CLI-0216,ORG-0007,ORG-0003,HIFIS_Referral,internal,shelter_bed_needed,urgent,accepted,,2023-11-14 09:52:00,2023-11-15 09:20:00,2023-11-16 21:32:00,2023-11-18 03:51:00,,,CNS-02217,,Bernard Smith
REF-00571,CLI-0656,ORG-0003,ORG-0001,HIFIS_Intake,internal,food_security,routine,accepted,,2024-05-22 13:03:00,2024-05-22 15:48:00,2024-05-24 18:01:00,2024-05-26 05:37:00,,,CNS-00954,,Amanda Perkins
REF-00572,CLI-0272,ORG-0003,ORG-0008,External_Portal,internal,case_management,routine,completed,,2024-05-15 18:52:00,2024-05-16 09:01:00,2024-05-17 22:16:00,2024-05-19 11:55:00,2024-06-02 22:01:00,,CNS-02406,ENC-00506,Kevin Escobar
REF-00573,CLI-0112,ORG-0006,ORG-0005,HIFIS_Intake,coordinated_access,legal_assistance,routine,accepted,,2024-11-05 21:48:00,2024-11-06 19:55:00,2024-11-07 17:58:00,2024-11-12 08:05:00,,,CNS-01477,,Kimberly Lutz
REF-00574,CLI-0062,ORG-0009,ORG-0002,HIFIS_Referral,coordinated_access,legal_assistance,urgent,accepted,,2023-10-01 18:37:00,2023-10-02 10:49:00,2023-10-04 11:18:00,2023-10-10 07:23:00,,,CNS-04512,,Reginald Diaz
REF-00575,CLI-0661,ORG-0003,ORG-0001,External_Portal,coordinated_access,legal_assistance,crisis,accepted,,2025-10-12 22:45:00,2025-10-14 20:41:00,2025-10-17 19:06:00,2025-10-18 19:38:00,,,CNS-00961,,Raymond Quinn
REF-00576,CLI-0266,ORG-0005,ORG-0003,External_Portal,internal,housing_support,routine,accepted,,2025-08-27 22:16:00,2025-08-28 18:14:00,2025-08-30 08:34:00,2025-09-05 19:29:00,,,CNS-00379,,John Dixon
REF-00577,CLI-0035,ORG-0005,ORG-0008,External_Portal,external,legal_assistance,routine,accepted,,2025-06-09 11:24:00,2025-06-10 08:13:00,2025-06-12 20:31:00,2025-06-14 07:23:00,,,CNS-02747,,Jonathan Bates
REF-00578,CLI-0822,ORG-0004,ORG-0009,HIFIS_Referral,internal,shelter_bed_needed,routine,accepted,,2026-02-25 16:41:00,2026-02-26 19:06:00,2026-02-26 22:55:00,2026-03-05 14:33:00,,,CNS-04777,,Renee Mendez
REF-00579,CLI-0261,ORG-0001,ORG-0009,External_Portal,internal,housing_support,routine,pending,,2024-12-26 20:02:00,2024-12-27 02:51:00,,,,,CNS-02827,,Jose Griffin
REF-00580,CLI-0145,ORG-0005,ORG-0009,External_Portal,internal,mh_assessment,routine,submitted,,2025-01-08 10:45:00,,,,,,CNS-02432,,Travis Hopkins
REF-00581,CLI-0703,ORG-0007,ORG-0001,External_Portal,external,legal_assistance,routine,pending,,2026-04-12 15:17:00,2026-04-13 02:20:00,,,,,CNS-01920,,Nancy Webb
REF-00582,CLI-0160,ORG-0004,ORG-0008,CA_Module,external,legal_assistance,urgent,submitted,,2024-06-25 15:21:00,,,,,,CNS-00229,,Daniel Freeman
REF-00583,CLI-0729,ORG-0006,ORG-0009,HIFIS_Intake,external,mh_assessment,urgent,cancelled,no_longer_needed,2023-12-21 13:46:00,2023-12-21 21:43:00,,,,2023-12-27 12:50:00,CNS-04880,,Jacob Williams
REF-00584,CLI-0542,ORG-0004,ORG-0003,HIFIS_Referral,external,food_security,crisis,completed,,2023-11-27 13:25:00,2023-11-29 11:21:00,2023-11-30 06:00:00,2023-12-05 16:25:00,2023-12-23 08:37:00,,CNS-02417,ENC-00171,Terry Ward
REF-00585,CLI-0728,ORG-0001,ORG-0006,HIFIS_Intake,external,mh_assessment,routine,completed,,2025-03-08 18:06:00,2025-03-09 00:06:00,2025-03-09 23:24:00,2025-03-16 06:45:00,2025-04-02 12:22:00,,CNS-01051,ENC-00631,Jesse Williams
REF-00586,CLI-0017,ORG-0006,ORG-0001,CA_Module,internal,detox_request,urgent,completed,,2023-09-26 12:02:00,2023-09-27 21:05:00,2023-09-29 13:56:00,2023-10-03 10:52:00,2023-10-30 05:45:00,,CNS-03487,ENC-00747,Mrs. Michele Boyd
REF-00587,CLI-0453,ORG-0007,ORG-0009,External_Portal,internal,detox_request,routine,accepted,,2024-02-27 17:44:00,2024-02-28 12:19:00,2024-02-29 18:56:00,2024-03-03 10:01:00,,,CNS-03767,,Sandy Baker
REF-00588,CLI-0733,ORG-0008,ORG-0004,External_Portal,internal,crisis_support,urgent,declined,client_ineligible,2026-03-30 18:07:00,2026-03-30 21:25:00,2026-03-31 00:02:00,,,,CNS-01342,,Carrie Valdez
REF-00589,CLI-0775,ORG-0003,ORG-0002,HIFIS_Intake,coordinated_access,mh_assessment,urgent,accepted,,2024-05-29 19:56:00,2024-05-31 11:17:00,2024-06-02 16:31:00,2024-06-06 14:45:00,,,CNS-03089,,Matthew Houston
REF-00590,CLI-0370,ORG-0006,ORG-0009,External_Portal,internal,legal_assistance,crisis,pending,,2024-12-30 13:04:00,2025-01-01 03:31:00,,,,,CNS-03953,,Jamie Solomon
REF-00591,CLI-0053,ORG-0008,ORG-0004,CA_Module,external,shelter_bed_needed,routine,completed,,2024-04-11 11:39:00,2024-04-12 20:40:00,2024-04-13 23:59:00,2024-04-17 03:37:00,2024-04-21 02:09:00,,CNS-02414,ENC-00698,Heather Parrish
REF-00592,CLI-0786,ORG-0003,ORG-0009,HIFIS_Referral,external,detox_request,crisis,declined,other,2023-02-24 20:34:00,2023-02-24 22:19:00,2023-02-24 23:21:00,,,,CNS-02152,,Mr. Larry Shaw
REF-00593,CLI-0029,ORG-0009,ORG-0008,HIFIS_Intake,internal,legal_assistance,routine,submitted,,2023-09-06 15:22:00,,,,,,CNS-01467,,Christopher Jones
REF-00594,CLI-0584,ORG-0007,ORG-0001,HIFIS_Referral,internal,housing_support,routine,pending,,2024-12-19 18:28:00,2024-12-21 13:21:00,,,,,CNS-01343,,Christine Lopez
REF-00595,CLI-0015,ORG-9152,ORG-0001,HIFIS_Referral,external,case_management,urgent,completed,,2025-08-10 12:50:00,2025-08-11 08:25:00,2025-08-12 02:02:00,2025-08-14 14:53:00,2025-08-15 18:07:00,,CNS-03212,ENC-00523,Mitchell Wilson
REF-00596,CLI-0506,ORG-0006,ORG-0009,External_Portal,internal,housing_support,urgent,accepted,,2023-01-11 10:19:00,2023-01-12 09:42:00,2023-01-12 16:35:00,2023-01-16 02:05:00,,,CNS-00726,,Robert Cortez
REF-00597,CLI-0401,ORG-0007,ORG-0005,HIFIS_Intake,internal,housing_support,routine,declined,out_of_catchment,2023-12-31 17:06:00,2024-01-02 06:28:00,2024-01-03 00:30:00,,,,CNS-02631,,Mr. Daniel Martin
REF-00598,CLI-0667,ORG-0009,ORG-0005,External_Portal,internal,housing_support,routine,completed,,2023-04-05 15:58:00,2023-04-06 19:51:00,2023-04-07 16:48:00,2023-04-08 22:15:00,2023-05-01 03:10:00,,CNS-03366,ENC-00270,Alison Williams
REF-00599,CLI-0303,ORG-0004,ORG-0006,External_Portal,external,legal_assistance,urgent,pending,,2025-02-12 08:28:00,2025-02-13 22:55:00,,,,,CNS-03291,,Candace Soto
REF-00600,CLI-0546,ORG-0006,ORG-0009,CA_Module,self_referral,crisis_support,routine,accepted,,2023-06-26 20:29:00,2023-06-28 16:44:00,2023-06-29 14:22:00,2023-07-04 11:57:00,,,CNS-03113,,Kenneth Brown
REF-00601,CLI-0640,ORG-0004,ORG-0009,HIFIS_Intake,coordinated_access,mh_assessment,urgent,accepted,,2024-03-19 08:04:00,2024-03-19 19:29:00,2024-03-21 10:32:00,2024-03-28 00:02:00,,,CNS-00927,,Christopher Mullen
REF-00602,CLI-0442,ORG-0005,ORG-0007,External_Portal,external,housing_support,routine,declined,capacity_full,2025-06-17 15:28:00,2025-06-17 16:09:00,2025-06-19 09:07:00,,,,CNS-01361,,Kristy Smith
REF-00603,CLI-0399,ORG-0006,ORG-0002,HIFIS_Intake,external,housing_support,urgent,completed,,2025-02-03 12:27:00,2025-02-05 05:11:00,2025-02-06 01:14:00,2025-02-06 15:26:00,2025-02-16 17:21:00,,CNS-01935,ENC-00184,Mary Campbell
REF-00604,CLI-0351,ORG-0008,ORG-0002,CA_Module,external,legal_assistance,routine,pending,,2023-05-29 14:00:00,2023-05-29 16:20:00,,,,,CNS-01329,,Jerry Haney
REF-00605,CLI-0807,ORG-0002,ORG-0007,HIFIS_Referral,external,shelter_bed_needed,urgent,pending,,2024-01-07 19:24:00,2024-01-07 21:14:00,,,,,CNS-04061,,Carolyn Greer
REF-00606,CLI-0342,ORG-0008,ORG-0004,HIFIS_Intake,internal,legal_assistance,urgent,accepted,,2024-02-25 15:04:00,2024-02-26 08:21:00,2024-02-28 16:44:00,2024-03-03 13:37:00,,,CNS-02286,,Rebecca Hoover
REF-00607,CLI-0445,ORG-0009,ORG-0005,CA_Module,coordinated_access,housing_support,urgent,declined,capacity_full,2023-03-31 07:31:00,2023-04-01 02:36:00,2023-04-03 07:07:00,,,,CNS-04059,,Matthew Baker
REF-00608,CLI-0456,ORG-0001,ORG-0002,External_Portal,external,mh_assessment,urgent,completed,,2024-08-04 21:05:00,2024-08-06 18:39:00,2024-08-08 23:44:00,2024-08-11 17:19:00,2024-09-03 16:31:00,,CNS-01542,ENC-00183,Grace Chavez
REF-00609,CLI-0367,ORG-0008,ORG-0009,HIFIS_Intake,internal,crisis_support,urgent,completed,,2024-10-27 18:53:00,2024-10-29 05:37:00,2024-10-31 18:17:00,2024-11-05 15:57:00,2024-11-11 06:08:00,,CNS-03626,ENC-00725,Crystal Cruz
REF-00610,CLI-0315,ORG-0002,ORG-0006,External_Portal,internal,housing_support,routine,pending,,2024-04-23 15:06:00,2024-04-25 08:51:00,,,,,CNS-04116,,Dale Heath
REF-00611,CLI-0726,ORG-0005,ORG-0003,CA_Module,external,shelter_bed_needed,routine,submitted,,2026-03-26 12:07:00,,,,,,CNS-02442,,Jennifer Hernandez
REF-00612,CLI-0015,ORG-0008,ORG-0002,CA_Module,external,crisis_support,crisis,pending,,2023-01-14 15:32:00,2023-01-15 09:41:00,,,,,CNS-03212,,John Mendez
REF-00613,CLI-0073,ORG-0006,ORG-0005,HIFIS_Intake,external,mh_assessment,crisis,pending,,2025-02-16 16:20:00,2025-02-17 21:20:00,,,,,CNS-00105,,Richard Gordon
REF-00614,CLI-0412,ORG-0005,ORG-0007,HIFIS_Referral,external,detox_request,routine,accepted,,2025-08-28 19:25:00,2025-08-29 13:05:00,2025-09-01 07:42:00,2025-09-05 19:48:00,,,CNS-01527,,John Anderson
REF-00615,CLI-0009,ORG-0009,ORG-0006,HIFIS_Referral,internal,crisis_support,routine,completed,,2025-06-11 17:59:00,2025-06-12 07:06:00,2025-06-12 17:44:00,2025-06-18 08:18:00,2025-07-04 22:37:00,,CNS-01475,ENC-00291,Samantha Prince
REF-00616,CLI-0542,ORG-0003,ORG-0009,CA_Module,coordinated_access,case_management,routine,completed,,2024-09-04 11:10:00,2024-09-04 12:00:00,2024-09-06 23:51:00,2024-09-07 21:22:00,2024-10-03 03:29:00,,CNS-02417,ENC-00004,Marie Boyd
REF-00617,CLI-0622,ORG-0003,ORG-0009,CA_Module,external,case_management,routine,completed,,2025-12-13 15:02:00,2025-12-13 19:44:00,2025-12-16 00:36:00,2025-12-21 11:53:00,2025-12-27 21:27:00,,CNS-03674,ENC-00429,Andrew Moreno
REF-00618,CLI-0208,ORG-0001,ORG-0005,HIFIS_Intake,self_referral,housing_support,urgent,pending,,2024-06-10 13:05:00,2024-06-12 02:43:00,,,,,CNS-03803,,Robert Clarke
REF-00619,CLI-0248,ORG-0001,ORG-0003,CA_Module,external,legal_assistance,routine,pending,,2025-11-07 07:25:00,2025-11-08 08:03:00,,,,,CNS-02119,,Kevin Figueroa
REF-00620,CLI-0352,ORG-0009,ORG-0008,HIFIS_Intake,external,crisis_support,routine,accepted,,2024-08-15 19:06:00,2024-08-16 19:03:00,2024-08-17 06:15:00,2024-08-20 10:14:00,,,CNS-02783,,Melissa Davis
REF-00621,CLI-0260,ORG-0006,ORG-0009,HIFIS_Referral,coordinated_access,legal_assistance,routine,cancelled,other,2024-10-11 21:36:00,2024-10-13 11:23:00,,,,2024-10-15 18:25:00,CNS-02423,,John Hall
